isin,securityid,newbsecode,oldbsecode,newnsecode,oldnsecode,newname,oldname,symbol,sector
INE410A01013,522152,SOLIMAC,,,,Solitaire Machine Tools,,SOLIMAC,
INE410B01037,524200,VINATIORGA,,VINATIORGA,,Vinati Organics,,VINATIORGA,
INE410D01017,514223,RAMGOPOLY,,,,Ramgopal Polytex,,RAMGOPOLY,
INE410E01015,511401,MCLTD,,,,Munoth Communication,,MCLTD,
INE410G01010,526315,DIVSHKT,,,,Divyashakti Granites,,DIVSHKT,
INE410M01018,514454,SOUTLAT,,,,Southern Latex,,SOUTLAT,
INE410P01011,539551,NH,,NH,,Narayana Hrudayalaya,,NH,
INE411B01019,526953,VENUSREM,,VENUSREM,,Venus Remedies,,VENUSREM,
INE411D01015,532143,SKMEGGPROD,,SKMEGGPROD,,SKM Egg Products Export,,SKMEGGPROD,
INE411F01010,532468,KAMAHOLD,,,,Kama Holdings,,KAMAHOLD,
INE411H01032,532735,RSYSTEMS,,RSYSTEMS,,R Systems International,,RSYSTEMS,
INE411U01027,539872,BAJAJHCARE,,BAJAJHCARE,,Bajaj HealthCare,,BAJAJHCARE,
INE411Y01011,201461,DIL,,DIL,,Debock Industries,,DIL,
INE412C01023,200283,JMA,,JMA,,Jullundur Motor Agency,,JMA,
INE412D01013,512437,APOLLOFI,,,,Apollo Finvest,,APOLLOFI,
INE412E01011,531157,ORGCOAT,,,,Organic Coatings,,ORGCOAT,
INE412G01024,524332,BCLIND,,BCLIND,,BCL Industries,,BCLIND,
INE412J01010,543229,SAMRATFORG,,,,Samrat Forgings,,SAMRATFORG,
INE412U01025,540061,BIGBLOC,,BIGBLOC,,Bigbloc Construction,,BIGBLOC,
INE413B01023,509020,RUCHINFRA,,RUCHINFRA,,Ruchi Infrastructure,,RUCHINFRA,
INE413C01013,526839,SIPL,,,,Shelter Infra Projects,,SIPL,
INE413D01011,531381,ARIHANT,,,,Arihant Foundations & Housing,,ARIHANT,
INE413F01016,542679,DEL,,,,Dhanashree Electronics,,DEL,
INE413G01022,526582,TPLPLASTEH,,TPLPLASTEH,,TPL Plastech,,TPLPLASTEH,
INE413X01035,540615,7NR,,,,7NR Retail,,7NR,
INE414A01015,590134,MADRASFERT,,MADRASFERT,,Madras Fertilizers,,MADRASFERT,
INE414B01021,201552,ANTGRAPHIC,,ANTGRAPHIC,,Antarctica,,ANTGRAPHIC,
INE414C01045,531737,GREENCREST,,,,Greencrest Financial Services,,GREENCREST,
INE414D01027,531719,BHAGCHEM,,BHAGCHEM,,Bhagiradha Chemicals & Industries,,BHAGCHEM,
INE414G01012,533398,MUTHOOTFIN,,MUTHOOTFIN,,Muthoot Finance,,MUTHOOTFIN,
INE414Y01015,540737,SGRL,,,,Shree Ganesh Remedies,,SGRL,
INE415A01038,500187,AGI,,AGI,,AGI Greenpac,,AGI,
INE415B01044,517467,MARSONS,,,,Marsons,,MARSONS,
INE415D01024,523229,BHARATSE,,BHARATSE,,Bharat Seats,,BHARATSE,
INE415G01027,542649,RVNL,,RVNL,,Rail Vikas Nigam,,RVNL,
INE415H01017,524606,BERLDRG,,,,Beryl Drugs,,BERLDRG,
INE415I01015,532967,KIRIINDUS,,KIRIINDUS,,Kiri Industries,,KIRIINDUS,
INE416A01044,530943,SABTNL,,SABTNL,,Sri Adhikari Bros. Tele Network,,SABTNL,
INE416D01022,506197,BLISSGVS,,BLISSGVS,,Bliss GVS Pharma,,BLISSGVS,
INE416N01013,502294,NILACHAL,,,,Nilachal Refractories,,NILACHAL,
INE416X01012,512431,WHITHAL,,,,White Hall Commercial,,WHITHAL,
INE417B01040,532365,DSSL,,DSSL,,Dynacons Systems & Solutions,,DSSL,
INE417C01014,539883,PILANIINVS,,PILANIINVS,,Pilani Investment & Industries,,PILANIINVS,
INE417D01020,511628,FEDDERSHOL,,,,Fedders Holding,,FEDDERSHOL,
INE417E01010,524136,PCCOSMA,,,,Pee Cee Cosma Sope,,PCCOSMA,
INE417F01017,530907,SICAPIT,,,,SI Capital & Financial Services,,SICAPIT,
INE417N01011,512301,CHMBBRW,,,,Chambal Breweries,,CHMBBRW,
INE417T01026,543390,POLICYBZR,,POLICYBZR,,PB FinTech,,POLICYBZR,
INE418B01048,532320,VAARAD,,,,Vaarad Ventures,,VAARAD,
INE418C01012,500069,QUESTCAP,,,,Quest Capital Markets,,QUESTCAP,
INE418D01010,531119,CEENIK,,,,Ceenik Exports,,CEENIK,
INE418E01018,504132,PERMAGN,,,,Permanent Magnets,,PERMAGN,
INE418H01029,532749,ALLCARGO,,ALLCARGO,,Allcargo Logistics,,ALLCARGO,
INE418K01015,530295,SHRAJOI,,,,Shri Rajivlochan Oil Extration,,SHRAJOI,
INE418L01047,543280,NAZARA,,NAZARA,,Nazara Technologies,,NAZARA,
INE418N01035,535958,ESSENTIA,,ESSENTIA,,Integra Essentia,,ESSENTIA,
INE419A01022,203887,KOTARISUG,,KOTARISUG,,Kothari Sugars & Chemicals,,KOTARISUG,
INE419D01026,530307,CLSEL,,CLSEL,,Chaman Lal Setia Exports,,CLSEL,
INE419E01024,521149,PRIMEURB,,,,Prime Urban Development,,PRIMEURB,
INE419H01019,532124,RELIABVEN,,,,Reliable Ventures,,RELIABVEN,
INE419M01027,533553,TDPOWERSYS,,TDPOWERSYS,,TD Power Systems,,TDPOWERSYS,
INE419U01012,543227,HAPPSTMNDS,,HAPPSTMNDS,,Happiest Minds Technologies,,HAPPSTMNDS,
INE420B01036,511605,ARIHANTCAP,,ARIHANTCAP,,Arihant Capital Markets,,ARIHANTCAP,
INE420C01059,532900,PAISALO,,PAISALO,,Paisalo Digital,,PAISALO,
INE421A01028,523204,ABAN,,ABAN,,Aban Offshore,,ABAN,
INE421C01016,509243,TVSSRICHAK,,TVSSRICHAK,,TVS Srichakra,,TVSSRICHAK,
INE421D01022,519600,CCL,,CCL,,CCL Products,,CCL,
INE422D01012,501148,DSINVEST,,,,Dalal Street Investments,,DSINVEST,
INE422G01015,524590,HEMORGANIC,,,,Hemo Organic,,HEMORGANIC,
INE423A01024,512599,ADANIENT,,ADANIENT,,Adani Enterprises,,ADANIENT,
INE423D01010,526703,ECOPLAST,,,,Ecoplast,,ECOPLAST,
INE423K01015,506935,CONTCHM,,,,Continental Chemicals,,CONTCHM,
INE423Y01016,543959,SBFC,,SBFC,,SBFC Finance,,SBFC,
INE424C01010,590025,GINNIFILA,,GINNIFILA,,Ginni Filaments,,GINNIFILA,
INE424H01027,532733,SUNTV,,SUNTV,,Sun TV Network,,SUNTV,
INE424Z01011,541337,MILEFUR,,,,Milestone Furniture,,MILEFUR,
INE425B01027,532368,BCG,,BCG,,Brightcom Group,,BCG,
INE425C01017,540914,SRUSTEELS,,,,SRU Steels,,SRUSTEELS,
INE425E01013,500357,RAMAPPR-B,,,,Rama Paper Mills,,RAMAPPR-B,
INE425F01028,511585,BEFOUNDMOL,,,,Befound Movement,,BEFOUNDMOL,
INE425H01016,512091,NIBEORD,,,,Nibe Ordnance & Maritime,,NIBEORD,
INE425Y01011,542333,RPSGVENT,,RPSGVENT,,RPSG Ventures,,RPSGVENT,
INE426A01027,506235,ALEMBICLTD,,ALEMBICLTD,,Alembic,,ALEMBICLTD,
INE426D01013,509567,GOACARBON,,GOACARBON,,Goa Carbon,,GOACARBON,
INE426H01014,531802,PRERINFRA,,,,Prerna Infrabuild,,PRERINFRA,
INE426Z01016,541206,OBCL,,OBCL,,Orissa Bengal Carrier,,OBCL,
INE427C01021,524711,VISTAPH,,,,Vista Pharmaceuticals,,VISTAPH,
INE427E01027,526095,RALEGRA,,,,Ravileela Granites,,RALEGRA,
INE427F01016,542399,CHALET,,CHALET,,Chalet Hotels,,CHALET,
INE427T01025,539761,VKAL,,,,Vantage Knowledge Academy,,VKAL,
INE427V01013,540146,ACML,,,,Aditya Consumer Marketing,,ACML,
INE428B01021,536659,PVVINFRA,,,,PVV Infra,,PVVINFRA,
INE428D01019,530315,HINDTIN,,,,Hindustan Tin Works,,HINDTIN,
INE428P01013,530361,PRABHHANS,,,,Prabhhans Industries,,PRABHHANS,
INE428Q01011,543279,SURYODAY,,SURYODAY,,Suryoday Small Finance Bank,,SURYODAY,
INE429B01011,522209,YOGISUNG,,,,Yogi Sung-Won,,YOGISUNG,
INE429D01017,511355,INDCEMCAP,,,,India Cements Capital,,INDCEMCAP,
INE429E01023,523025,SAFARI,,SAFARI,,Safari Industries,,SAFARI,
INE429I01024,532902,CCCL,,CCCL,,Consolidated Construction,,CCCL,
INE429K01012,533100,PEIL,,,,Premier Energy & Infrastructure,,PEIL,
INE429Q01019,531735,PRISMFN,,,,Prism Finance,,PRISMFN,
INE429R01017,539683,SHIVKAMAL,,,,Shivkamal Impex,,SHIVKAMAL,
INE430F01010,530421,KUWERIN,,,,Kuwer Industries,,KUWERIN,
INE430N01022,542852,VISHWARAJ,,VISHWARAJ,,Vishwaraj Sugar Industries,,VISHWARAJ,
INE430R01023,539528,AAYUSH,,,,Aayush Wellness,,AAYUSH,
INE430U01019,211493,RADIOWALLA,,RADIOWALLA,,Radiowalla Network,,RADIOWALLA,
INE431F01018,204759,PKTEA,,PKTEA,,Peria Karamalai Tea,,PKTEA,
INE432A01017,500009,AMBALALSA,,,,Ambalal Sarabhai Enterprises,,AMBALALSA,
INE432F01032,531035,EBIX,,,,Eraaya Lifespaces,,EBIX,
INE432N01010,526488,BHUDEVI,,,,Bhudevi Infra Projects,,BHUDEVI,
INE433G01020,531869,SACHEMT,,,,Sacheta Metals,,SACHEMT,
INE433O01024,508929,AIRLTD,,,,Avishkar Infra Realty,,AIRLTD,
INE434B01029,532373,WEPSOLN,,,,WEP Solutions,,WEPSOLN,
INE434C01027,513693,KAJARIR,,,,KIC Metaliks,,KAJARIR,
INE435A01051,502330,ANDHRAPAP,,ANDHRAPAP,,Andhra Paper,,ANDHRAPAP,
INE435C01024,505400,TEXINFRA,,TEXINFRA,,Texmaco Infrastructure & Holdings,,TEXINFRA,
INE435D01014,507836,MCCHRLS-B,,,,Mac Charles,,MCCHRLS-B,
INE435E01020,512499,SHALPRO,,,,Shalimar Productions,,SHALPRO,
INE435G01025,507717,DHANUKA,,DHANUKA,,Dhanuka Agritech,,DHANUKA,
INE436A01026,500013,ANSALAPI,,ANSALAPI,,Ansal Properties & Infrastructure,,ANSALAPI,
INE436C01014,514272,BHILSPIN,,,,Bhilwara Spinners,,BHILSPIN,
INE436N01029,534612,AMTL,,,,Advance Metering Tech,,AMTL,
INE436U01016,512117,TWIROST,,,,Twin Roses Trades & Agencies,,TWIROST,
INE437A01024,508869,APOLLOHOSP,,APOLLOHOSP,,Apollo Hospitals,,APOLLOHOSP,
INE437B01014,500234,KAKATCEM,,KAKATCEM,,Kakatiya Cement Sugar & Industries,,KAKATCEM,
INE437C01012,517370,INCAP,,,,Incap,,INCAP,
INE437D01010,517449,MAGNAELQ,,,,Magna Electro Castings,,MAGNAELQ,
INE438A01022,500877,APOLLOTYRE,,APOLLOTYRE,,Apollo Tyres,,APOLLOTYRE,
INE438C01010,540703,PROCLB,,,,Pro CLB Global,,PROCLB,
INE438E01032,523606,SIKA,,,,Sika Interplant Systems,,SIKA,
INE438K01021,543989,KALAMANDIR,,KALAMANDIR,,Sai Silks (Kalamandir),,KALAMANDIR,
INE439A01020,515030,ASAHIINDIA,,ASAHIINDIA,,Asahi India Glass,,ASAHIINDIA,
INE439E01022,538562,SKIPPER,,SKIPPER,,Skipper,,SKIPPER,
INE439G01019,526574,ENTRINT,,,,Enterprise International,,ENTRINT,
INE439N01031,514440,BPAGRI,,,,Blue Pearl Agriventures,,BPAGRI,
INE439T01012,203799,NITIRAJ,,NITIRAJ,,Nitiraj Engineers,,NITIRAJ,
INE440A01010,514286,ASHIMASYN,,ASHIMASYN,,Ashima,,ASHIMASYN,
INE440C01016,530461,SABOOSOD,,,,Saboo Sodium Chloro,,SABOOSOD,
INE440E01012,532138,SMCREDT,,,,SMC Credits,,SMCREDT,
INE440G01017,505978,TRITONV,,,,Triton Valves,,TRITONV,
INE440L01017,533629,TIJARIA,,TIJARIA,,Tijaria Polypipes,,TIJARIA,
INE440T01028,539921,SEIL,,,,Shanti Educational Initiatives,,SEIL,
INE441C01014,520141,SIBARAUT,,,,Sibar Auto Parts,,SIBARAUT,
INE441L01015,506105,STANROS,,,,Stanrose Mafatlal Investments & Finance,,STANROS,
INE442D01010,523144,MEDICAPQ,,,,Medi Caps,,MEDICAPQ,
INE442H01029,533271,ASHOKA,,ASHOKA,,Ashoka Buildcon,,ASHOKA,
INE442P01014,537259,SUYOG,,SUYOG,,Suyog Telematics,,SUYOG,
INE442U01014,512511,VARUNME,,,,Varun Mercantile,,VARUNME,
INE442V01012,540404,PRIMEFRESH,,,,Prime Fresh,,PRIMEFRESH,
INE443A01030,502015,ASIIL,,,,ASI Industries,,ASIIL,
INE443B01012,532384,TYCHE,,,,Tyche Industries,,TYCHE,
INE443C01010,530991,ROOPAIND,,,,Roopa Industries,,ROOPAIND,
INE443D01018,511664,BGIL,,,,Bgil Films & Technologies,,BGIL,
INE443E01016,521234,SRINACHA,,,,Sri Nachammai Cotton Mills,,SRINACHA,
INE443P01038,517172,PERVASIVE,,,,Pervasive Commodities,,PERVASIVE,
INE444D01016,530119,NATRAJPR,,,,Natraj Proteins,,NATRAJPR,
INE444X01014,542864,MOUNT,,,,Mount Housing & Infrastructure,,MOUNT,
INE445C01015,590013,XPROINDIA,,XPROINDIA,,Xpro,,XPROINDIA,
INE445D01013,530129,NILE,,,,Nile,,NILE,
INE446A01025,505029,ATLASCYCLE,,ATLASCYCLE,,Atlas Cycle (Haryana),,ATLASCYCLE,
INE446C01013,501848,GLOBOFFS,,,,Global Offshore Services,,GLOBOFFS,
INE446D01011,530127,NPRFIN,,,,NPR Finance,,NPRFIN,
INE446E01019,539253,SURYAINDIA,,,,Surya,,SURYAINDIA,
INE447A01015,500028,ATVPR,,,,Atv Projects,,ATVPR,
INE448B01029,532355,PICTUREHS,,,,Picturehouse Media,,PICTUREHS,
INE448D01025,531395,PADAMCO,,,,Padam Cotton Yarns,,PADAMCO,
INE448F01012,540189,UPROTECH,,,,Unipro Technologies,,UPROTECH,
INE448G01010,537291,NATHBIOGEN,,NATHBIOGEN,,Nath Bio-Genes,,NATHBIOGEN,
INE448V01019,201707,AURDIS,,AURDIS,,Aurangabad Distillery,,AURDIS,
INE449A01011,505010,AUTOAXLES,,AUTOAXLES,,Automotive Axles,,AUTOAXLES,
INE449C01025,526173,ANDREWYU,,,,Andrew Yule & Company,,ANDREWYU,
INE449G01018,537292,AGRITECH,,AGRITECH,,Agri-Tech,,AGRITECH,
INE450D01021,513519,PITTIENG,,PITTIENG,,Pitti Engineering,,PITTIENG,
INE450E01029,524542,SUKHJITS,,SUKHJITS,,Sukhjit Starch & Chemicals,,SUKHJITS,
INE450G01024,532613,VIPCLOTHNG,,VIPCLOTHNG,,VIP Clothing,,VIPCLOTHNG,
INE450S01011,205578,MHHL,,MHHL,,Mohini Health & Hygiene,,MHHL,
INE450U01017,543228,ROUTE,,ROUTE,,Route Mobile,,ROUTE,
INE451A01017,500033,FORCEMOT,,FORCEMOT,,Force Motors,,FORCEMOT,
INE451C01013,505036,ACGL,,,,Automobile Corporation of Goa,,ACGL,
INE451D01029,517522,RAJRATAN,,RAJRATAN,,Rajratan Global Wire,,RAJRATAN,
INE451F01024,205935,APOLSINHOT,,APOLSINHOT,,Apollo Sindoori Hotel,,APOLSINHOT,
INE451L01014,513554,MAHASTEEL,,MAHASTEEL,,Mahamaya Steel Industries,,MAHASTEEL,
INE451S01027,539222,GROWINGTON,,,,Growington Ventures,,GROWINGTON,
INE452L01012,538365,INCREDIBLE,,INCREDIBLE,,Incredible Industries,,INCREDIBLE,
INE452O01016,536507,FLFL,,FLFL,,Future Lifestyle Fashions,,FLFL,
INE452S01025,539526,SCTL,,,,Suncare Traders,,SCTL,
INE452W01019,542248,DECCAN,,,,Deccan Health Care,,DECCAN,
INE452Z01012,541112,SHREESHAY,,,,Shreeshay Engineers,,SHREESHAY,
INE453B01029,532339,COMPUSOFT,,COMPUSOFT,,Compucom Software,,COMPUSOFT,
INE453D01025,526885,SARLAPOLY,,SARLAPOLY,,Sarla Performance Fibers,,SARLAPOLY,
INE453S01015,540515,KANUNGO,,,,Kanungo Financiers,,KANUNGO,
INE454E01013,531658,ABATEAS,,,,Abate AS Industries,,ABATEAS,
INE454F01010,540874,7SEASL,,,,7Seas Entertainment,,7SEASL,
INE454M01024,539917,NAGAFERT,,NAGAFERT,,Nagarjuna Fertilizers & Chemicals,,NAGAFERT,
INE454P01035,544317,TRANSRAILL,,TRANSRAILL,,Transrail Lighting,,TRANSRAILL,
INE455C01014,531585,DEVINE,,,,Devine Impex,,DEVINE,
INE455H01013,507962,FYNX,,,,Fynx Capital,,FYNX,
INE455I01029,532899,KSCL,,KSCL,,Kaveri Seed Company,,KSCL,
INE455K01017,542652,POLYCAB,,POLYCAB,,Polycab,,POLYCAB,
INE456B01014,532100,INDOCITY,,,,Indo-City Infotech,,INDOCITY,
INE456D01010,521161,SLSTLQ,,,,Sri Lakshmi Saraswathi Textiles,,SLSTLQ,
INE456H01029,533019,SIMPLXPAP,,,,Simplex Papers,,SIMPLXPAP,
INE456N01019,534691,COMCL,,,,Comfort Commotrade,,COMCL,
INE456Z01021,544088,MEDIASSIST,,MEDIASSIST,,Medi Assist Healthcare,,MEDIASSIST,
INE457A01014,532525,MAHABANK,,MAHABANK,,Bank of Maharashtra,,MAHABANK,
INE457C01010,524818,DYNAMIND,,,,Dynamic Industries,,DYNAMIND,
INE457D01018,530931,STANPACK,,,,Stanpacks,,STANPACK,
INE457E01016,513397,VALLABHSQ,,,,Vallabh Steels,,VALLABHSQ,
INE457F01013,517059,SALZERELEC,,SALZERELEC,,Salzer Electronics,,SALZERELEC,
INE457G01029,531859,ORIRAIL,,,,Oriental Rail Infrastructure,,ORIRAIL,
INE457L01029,533581,PGEL,,PGEL,,PG Electroplast,,PGEL,
INE457N01025,511012,YAMNINV,,,,Yamini Investments Company,,YAMNINV,
INE457P01020,538607,TOYAMSL,,,,Toyam Sports,,TOYAMSL,
INE458B01036,512296,BHAGYANGR,,BHAGYANGR,,Bhagyanagar,,BHAGYANGR,
INE458F01011,202383,UNITEDTEA,,UNITEDTEA,,United Nilgiri Tea,,UNITEDTEA,
INE459A01010,500041,BANARISUG,,BANARISUG,,Bannari Amman Sugars,,BANARISUG,
INE459C01016,522017,FLUIDOM,,,,Fluidomat,,FLUIDOM,
INE459D01014,523425,SUNRAJDI,,,,Sunraj Diamond Exports,,SUNRAJDI,
INE459E01012,504375,SOFTBPO,,,,Softbpo Global Services,,SOFTBPO,
INE459U01018,540269,SKL,,,,Super Fine Knitters,,SKL,
INE459Z01017,541228,TRL,,,,Taylormade Renewables,,TRL,
INE460C01014,526367,GANESHHOU,,GANESHHOU,,Ganesh Housing,,GANESHHOU,
INE460D01038,523842,SUPTANERY,,,,Super Tannery,,SUPTANERY,
INE460H01021,540575,STARCEMENT,,STARCEMENT,,Star Cement,,STARCEMENT,
INE460Q01014,210698,SCML,,SCML,,Sharp Chucks & Machines,,SCML,
INE461A01024,500270,BARODARY,,,,Baroda Rayon,,BARODARY,
INE461B01014,532687,REPRO,,REPRO,,Repro,,REPRO,
INE461C01038,526797,GREENPLY,,GREENPLY,,Greenply Industries,,GREENPLY,
INE461D01028,522215,HLEGLAS,,HLEGLAS,,HLE Glascoat,,HLEGLAS,
INE462A01022,506285,BAYERCROP,,BAYERCROP,,Bayer Crop Science,,BAYERCROP,
INE462D01034,502901,JAMSHRI,,,,Jamshri Realty,,JAMSHRI,
INE463A01038,509480,BERGEPAINT,,BERGEPAINT,,Berger Paints,,BERGEPAINT,
INE463B01036,537985,INFRONICS,,,,Infronics Systems,,INFRONICS,
INE463D01016,513629,TULSYAN,,,,Tulsyan NEC,,TULSYAN,
INE463V01026,543415,ANANDRATHI,,ANANDRATHI,,Anand Rathi Wealth,,ANANDRATHI,
INE464A01036,503960,BBL,,BBL,,Bharat Bijlee,,BBL,
INE464B01018,532378,UNIVARTS,,,,Universal Arts,,UNIVARTS,
INE464D01014,502589,VAPIENTER,,,,Vapi Enterprise,,VAPIENTER,
INE464Z01017,541083,INFLAME,,,,Inflame Appliances,,INFLAME,
INE465A01025,500493,BHARATFORG,,BHARATFORG,,Bharat Forge,,BHARATFORG,
INE465H01012,524548,SHARMEH,,,,SHARMEH,,SHARMEH,
INE465K01016,523652,KKPLASTICK,,,,Kkalpana Plastick,,KKPLASTICK,
INE466D01019,522267,VJLAXMIE,,,,Veejay Lakshmi Engineering Works,,VJLAXMIE,
INE466L01038,542772,360ONE,,360ONE,,360 One WAM,,360ONE,
INE467B01029,532540,TCS,,TCS,,Tata Consultancy Services,,TCS,
INE467D01017,530521,VIRAT,,,,Virat Industries,,VIRAT,
INE467X01023,506906,SCBL,,,,Saptak Chem & Business,,SCBL,
INE468C01017,506543,MPAGI,,,,MP Agro Industries,,MPAGI,
INE469A01019,505681,BIMETAL,,,,Bimetal Bearings,,BIMETAL,
INE469C01023,515059,MADHUDIN,,,,Madhusudan Industries,,MADHUDIN,
INE469D01013,507817,WIREFABR,,,,Wires & Fabriks,,WIREFABR,
INE469F01026,531784,KCLINFRA,,,,KCL Infra Projects,,KCLINFRA,
INE470A01017,523395,3MINDIA,,3MINDIA,,3M India,,3MINDIA,
INE470N01010,507486,CAPRO,,,,Caprolactam Chemicals,,CAPRO,
INE470Y01017,540769,NIACL,,NIACL,,The New India Assurance Company,,NIACL,
INE471D01019,512265,AVONMERC,,,,Avon Mercantile,,AVONMERC,
INE471R01019,544269,NPFL,,,,Neopolitan Pizza & Foods,,NPFL,
INE471W01019,540648,PALASHSECU,,PALASHSECU,,Palash Securities,,PALASHSECU,
INE472A01039,500067,BLUESTARCO,,BLUESTARCO,,Blue Star,,BLUESTARCO,
INE472B01011,531495,BLUECOAST,,BLUECOAST,,Blue Coast Hotels,,BLUECOAST,
INE472C01027,511411,SHRISTI,,,,Shristi Infrastructure,,SHRISTI,
INE472D01017,506981,BLUECHIPT,,,,Blue Chip Tex Industries,,BLUECHIPT,
INE472M01018,534312,MTEDUCARE,,MTEDUCARE,,MT Educare,,MTEDUCARE,
INE473A01011,523457,LINDEINDIA,,LINDEINDIA,,Linde,,LINDEINDIA,
INE473B01035,531531,HATSUN,,HATSUN,,Hatsun Agro Product,,HATSUN,
INE473C01025,530495,STRATMONT,,,,Stratmont Industries,,STRATMONT,
INE473D01015,524019,KINGFA,,KINGFA,,Kingfa Science & Technology,,KINGFA,
INE473E01021,524687,BASANTGL,,,,Basant Agro Tech,,BASANTGL,
INE473L01018,538786,CIL,,,,Citizen Infoline,,CIL,
INE473T01011,539401,PJL,,,,Patdiam Jewellery,,PJL,
INE474C01023,530919,REMSONSIND,,REMSONSIND,,Remsons Industries,,REMSONSIND,
INE474D01013,531436,SAFFRON,,,,Saffron Industries,,SAFFRON,
INE474E01029,512608,BHANDARI,,BHANDARI,,Bhandari Hosiery Exports,,BHANDARI,
INE474L01016,533317,OMKARCHEM,,OMKARCHEM,,Omkar Speciality Chemicals,,OMKARCHEM,
INE474O01010,535667,IFINSEC,,,,India Finsec,,IFINSEC,
INE474Q01031,543654,MEDANTA,,MEDANTA,,Global Health,,MEDANTA,
INE475B01022,524735,HIKAL,,HIKAL,,Hikal,,HIKAL,
INE475C01012,531324,ROSELABS,,,,Roselabs Finance,,ROSELABS,
INE475D01010,538714,SANGAMFIN,,,,Sangam Finserv,,SANGAMFIN,
INE475E01026,524742,CAPLIPOINT,,CAPLIPOINT,,Caplin Point Laboratories,,CAPLIPOINT,
INE475V01012,503696,SHRENTI,,,,Shreenath Investments,,SHRENTI,
INE476A01022,532483,CANBK,,CANBK,,Canara Bank,,CANBK,
INE477A01020,511196,CANFINHOME,,CANFINHOME,,Can Fin Homes,,CANFINHOME,
INE477B01010,523736,DVL,,DVL,,Dhunseri Ventures,,DVL,
INE478D01014,522183,ITL,,,,ITL Industries,,ITL,
INE479A01018,509486,CAPRIHANS,,,,Caprihans,,CAPRIHANS,
INE479D01038,526423,KRITI,,KRITI,,Kriti Industries India,,KRITI,
INE480C01038,507514,SDBL,,SDBL,,Som Distilleries & Breweries,,SDBL,
INE480D01010,538772,NIYOGIN,,,,Niyogin Fintech,,NIYOGIN,
INE480H01011,526851,AREXMIS,,,,Arex Industries,,AREXMIS,
INE480M01011,533941,THOMASCOTT,,THOMASCOTT,,Thomas Scott,,THOMASCOTT,
INE480S01026,539228,GGPL,,,,Gala Global Products,,GGPL,
INE481G01011,532538,ULTRACEMCO,,ULTRACEMCO,,UltraTech Cement,,ULTRACEMCO,
INE481N01025,543259,HOMEFIRST,,HOMEFIRST,,Home First Finance Company,,HOMEFIRST,
INE481Y01014,540755,GICRE,,GICRE,,GIC of India,,GICRE,
INE481Z01011,201673,UNIINFO,,UNIINFO,,UNIINFO Telecom Services,,UNIINFO,
INE482A01020,500878,CEATLTD,,CEATLTD,,CEAT,,CEATLTD,
INE482B01010,533982,TERASOFT,,TERASOFT,,Tera Software,,TERASOFT,
INE482D01024,524091,CARYSIL,,CARYSIL,,CARYSIL,,CARYSIL,
INE482J01021,533275,SHAH,,SHAH,,Shah Metacorp,,SHAH,
INE482O01021,521105,OLYMPTX,,,,Olympia Industries,,OLYMPTX,
INE483A01010,532885,CENTRALBK,,CENTRALBK,,Central Bank of India,,CENTRALBK,
INE483B01026,521016,ICIL,,ICIL,,Indo Count Industries,,ICIL,
INE483C01032,532790,TANLA,,TANLA,,Tanla Platforms,,TANLA,
INE483D01014,531583,RAP,,,,Rap Media,,RAP,
INE483S01020,539807,INFIBEAM,,INFIBEAM,,Infibeam Avenues,,INFIBEAM,
INE484C01030,590005,VEEDOL,,VEEDOL,,Veedol Corporation,,VEEDOL,
INE484D01012,521097,AMARJOTHI,,,,Amarjothi Spinning Mills,,AMARJOTHI,
INE484I01029,539636,PRECAM,,PRECAM,,Precision Camshafts,,PRECAM,
INE484J01027,533150,GODREJPROP,,GODREJPROP,,Godrej Properties,,GODREJPROP,
INE484S01010,539273,PECOS,,,,Pecos Hotels & Pubs,,PECOS,
INE485A01015,500280,CENTENKA,,CENTENKA,,Century Enka,,CENTENKA,
INE485C01029,524164,IOLCP,,IOLCP,,IOL Chemicals & Pharmaceuticals,,IOLCP,
INE485K01022,530881,ABVL,,,,Arunjyothi Bio Ventures,,ABVL,
INE486A01021,500084,CESC,,CESC,,CESC,,CESC,
INE486D01017,524218,RESONANCE,,,,Resonance Specialties,,RESONANCE,
INE486F01012,532039,ZENOTECH,,,,Zenotech Laboratories,,ZENOTECH,
INE486I01016,523620,PHRMASI,,,,Phaarmasia,,PHRMASI,
INE486R01017,544131,GPTHEALTH,,GPTHEALTH,,GPT Healthcare,,GPTHEALTH,
INE486Y01013,201342,TOUCHWOOD,,TOUCHWOOD,,Touchwood Entertainment,,TOUCHWOOD,
INE487B01019,531834,NATHUEC,,,,Natura Hue Chem,,NATHUEC,
INE487G01018,530141,GYANDEV,,,,Gyan Developers & Builders,,GYANDEV,
INE488A01050,543336,CHEMPLASTS,,CHEMPLASTS,,Chemplast Sanmar,,CHEMPLASTS,
INE488B01017,519091,TASTYBITE,,TASTYBITE,,Tasty Bite Eatables,,TASTYBITE,
INE488C01015,511493,SHRYDUS,,,,Shrydus Industries,,SHRYDUS,
INE488D01021,519105,AVTNPL,,AVTNPL,,Avt Natural Products,,AVTNPL,
INE488V01015,540544,PSPPROJECT,,PSPPROJECT,,PSP Projects,,PSPPROJECT,
INE489B01031,543976,SHRAAITECH,,,,Shradha AI Technologies,,SHRAAITECH,
INE489D01011,508136,BNALTD,,,,B&A,,BNALTD,
